SampleID;Line;Spot;SpotID;Ce/Ce*;Ce/Ce**;La/La*;Pr/Pr*;Eu/Eu*;LaN/SmN;LaN/NdN;LaN/DyN;LaN/YbN;NdN/DyN;NdN/YbN;GdN/DyN;GdN/YbN;DyN/SmN;DyN/YbN;Sr/Ba;Mn/U;Y/Ho;U/Th
TF006;L2;8;TF6-L2-8;0.013776884486880478;0.03140965094886;3.7980929298770003;1.8059747128353951;1.0386035816172217;3.3322838928996448;2.9688345451720437;1.0922112337820746;1.2318127838533954;0.36789225440610773;0.4149145953103331;0.7347991822176454;0.8287179239920863;3.0509518578752544;1.127815522999075;24.209693419003422;3.245812637596647;55.532394960910956;3474715.8582704808
TF006;L2;9;TF6-L2-9;0.010928667192474201;0.02834683767646505;4.696857765492389;1.7452189329176955;1.0042498810009142;3.733978655190417;3.175109500945405;1.0874444942174517;1.1304820054521254;0.34249039092782774;0.3560450450970332;0.6905172439100528;0.7178456673841176;3.4337188473030684;1.0395767429634597;24.778008748129402;2.894452027242005;55.33819021601802;3965335.1470224294
TF006;L2;10;TF6-L2-10;0.009088007222584233;0.02608377440162385;5.107412219956332;1.8083245502003567;0.9896018557685827;4.60464059921865;3.9455189061955105;1.1179880150201786;1.070782369885213;0.2833563953437509;0.2713920260789527;0.6593952122258927;0.6315530744088168;4.118685117689334;0.9577762511755425;25.97062269014116;2.732502156425495;58.0043100802506;
TF006;L2;12;TF6-L2-12;0.010590610757158987;0.041545313074737855;8.38878604423905;1.6568213906263878;0.9787790135866625;6.0031155379502135;4.681461280090196;0.9559005522252825;0.8156878018291928;0.20418849906772388;0.1742378614340429;0.5342367190488031;0.4558741743614536;6.280062841239395;0.853318684595712;20.277384604326382;2.7775514261334022;59.67206930034473;
TF029;L2;4;T-29F_Ap40;0.008864591517255896;0.024613458662082602;4.74152411848013;1.8667972681987086;0.9915218829797984;4.762236251171238;4.091058061316441;1.2517158023284587;1.2492181001627325;0.30596383223309115;0.305353305047143;0.6749520046757628;0.6736051901027551;3.8045666934239084;0.9980045772681947;17.715467781914697;1.2141509488505982;55.45644323943889;96587.8400642189
TF029;L2;2;T-29F_Ap42;0.008333898391562393;0.01870151346447037;3.6755464623471723;1.8467860977960728;1.0010549916268783;3.332345581403139;2.9978401794775738;1.3045579479651632;1.6157672156094898;0.43516594276633697;0.5389771031393226;0.7934036122349659;0.9826742824226276;2.5543867841217014;1.2385553421599613;15.251741796608025;1.0955998769472455;50.79720375264212;
TF029;L2;1;T-29F_Ap43;0.00964255939891802;0.02163131518880794;3.7476818387531066;1.8074715328484525;0.9882192354394727;3.14733822312849;2.850074250232161;1.2901184929822058;1.5997760126376865;0.45266136237577514;0.5613102930589868;0.7985992346177186;0.990281052633406;2.4395729851551704;1.2400225416036663;18.880784835223487;0.9905248888522813;49.88512143583977;
TS012;L1;1;T12_L1_n/crack-1;0.7097594958624339;0.8773678602554514;1.5595346670433408;1.0560170567062341;0.9790325039332034;0.9254692498639824;1.0034751169579317;0.9917771475126352;1.8265800422412914;0.9883425415861239;1.8202544451511957;1.1397224857608648;2.099054562212433;0.9331423416894086;1.841724269229566;29.65881809571102;0.3566936508385438;36.597422090374735;3862.583876534031
TS012;L1;2;T12_L1_n/crack-2;0.5587987251948724;0.8420109822958711;2.1522526892862603;1.0758616679692217;0.9862198888386282;1.4561474292310168;1.5261826113426824;0.7150185840868786;0.8500722621789809;0.4685013305569181;0.5569924960887328;0.8211438587604066;0.9762426223959824;2.0365168984951687;1.1888813537127487;32.82355980014321;0.4222879988810815;42.49574300524876;79193.86928045191
TS012;L1;3;T12_L1_n/crack-3;0.4770635599089682;1.177652415737962;4.575632874768007;0.9299150929055003;0.9182329573471595;2.731540556759492;2.7693809449214393;0.7015667472640236;0.5748908922271346;0.2533298095195514;0.20758823132707113;0.6478923034969061;0.5309079797139497;3.89348635381021;0.8194386271428904;31.183340049362364;0.5049935453025549;45.82240240070702;129928.04849698655
